datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2014-02-14,-443.0,-445.0,-449.0,-449.0,-456.0,-452.0,-454.0,-454.0,-445.0,-429.0,-449.0,-443.0,-442.0,-447.0,-449.0,-443.0,-442.0,-451.0,-445.0,-452.0,-451.0,-451.0,-452.0,-452.0,-443.0,-445.0,-438.0,-433.0,-436.0,-442.0,-458.0,-447.0,-456.0,-452.0,-458.0,-451.0
2014-02-15,-443.0,-442.0,-449.0,-449.0,-458.0,-452.0,-454.0,-454.0,-447.0,-424.0,-449.0,-447.0,-447.0,-451.0,-447.0,-445.0,-451.0,-443.0,-449.0,-447.0,-451.0,-443.0,-442.0,-449.0,-449.0,-449.0,-447.0,-442.0,-447.0,-443.0,-458.0,-442.0,-456.0,-452.0,-458.0,-449.0
2014-02-16,-440.0,-436.0,-447.0,-445.0,-454.0,-452.0,-445.0,-456.0,-442.0,-442.0,-451.0,-445.0,-449.0,-451.0,-451.0,-447.0,-451.0,-452.0,-447.0,-451.0,-452.0,-452.0,-451.0,-454.0,-452.0,-449.0,-443.0,-440.0,-443.0,-440.0,-458.0,-447.0,-454.0,-452.0,-458.0,-447.0
2014-02-17,-438.0,-433.0,-447.0,-443.0,-456.0,-451.0,-451.0,-454.0,-443.0,-425.0,-447.0,-445.0,-449.0,-445.0,-443.0,-438.0,-445.0,-445.0,-443.0,-451.0,-449.0,-452.0,-451.0,-451.0,-447.0,-443.0,-449.0,-449.0,-447.0,-445.0,-456.0,-451.0,-447.0,-452.0,-454.0,-451.0
2014-02-18,-442.0,-443.0,-443.0,-443.0,-456.0,-451.0,-449.0,-456.0,-449.0,-424.0,-451.0,-447.0,-447.0,-438.0,-452.0,-447.0,-443.0,-451.0,-438.0,-452.0,-447.0,-452.0,-451.0,-449.0,-442.0,-438.0,-447.0,-442.0,-445.0,-449.0,-456.0,-449.0,-443.0,-452.0,-456.0,-449.0
2014-02-19,-443.0,-449.0,-445.0,-449.0,-456.0,-452.0,-438.0,-449.0,-442.0,-442.0,-449.0,-447.0,-447.0,-447.0,-452.0,-451.0,-449.0,-449.0,-445.0,-452.0,-449.0,-449.0,-447.0,-449.0,-443.0,-449.0,-447.0,-447.0,-447.0,-445.0,-456.0,-449.0,-447.0,-451.0,-456.0,-451.0
2014-02-20,-440.0,-445.0,-443.0,-447.0,-456.0,-454.0,-440.0,-440.0,-436.0,-440.0,-447.0,-443.0,-447.0,-442.0,-447.0,-438.0,-449.0,-438.0,-443.0,-447.0,-449.0,-449.0,-443.0,-447.0,-452.0,-442.0,-451.0,-451.0,-445.0,-447.0,-456.0,-454.0,-451.0,-454.0,-458.0,-451.0
2014-02-21,-438.0,-454.0,-445.0,-451.0,-458.0,-454.0,-454.0,-454.0,-447.0,-424.0,-451.0,-447.0,-443.0,-445.0,-438.0,-442.0,-433.0,-442.0,-436.0,-447.0,-440.0,-451.0,-443.0,-447.0,-438.0,-434.0,-442.0,-451.0,-442.0,-442.0,-456.0,-454.0,-451.0,-452.0,-458.0,-456.0
2014-02-22,-449.0,-454.0,-445.0,-454.0,-456.0,-454.0,-454.0,-456.0,-447.0,-438.0,-449.0,-449.0,-449.0,-447.0,-445.0,-443.0,-445.0,-451.0,-443.0,-454.0,-445.0,-451.0,-452.0,-451.0,-440.0,-433.0,-443.0,-443.0,-431.0,-452.0,-451.0,-451.0,-452.0,-447.0,-447.0,-445.0
2014-02-23,-451.0,-454.0,-443.0,-451.0,-456.0,-456.0,-454.0,-454.0,-447.0,-443.0,-452.0,-445.0,-452.0,-447.0,-443.0,-447.0,-447.0,-447.0,-449.0,-454.0,-447.0,-452.0,-451.0,-449.0,-451.0,-440.0,-451.0,-451.0,-438.0,-454.0,-458.0,-451.0,-456.0,-449.0,-449.0,-451.0
