datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston
2015-03-17,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,8.0,8.0,8.0,10.0,4.0,6.0,5.0,9.0,4.0,7.0,3.0,4.0,9.0,6.0,8.0,9.0,10.0
2015-03-18,1.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,3.0,8.0,6.0,7.0,7.0,11.0
2015-03-19,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,6.0,3.0,5.0,5.0,10.0
2015-03-20,6.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,6.0,3.0,2.0,5.0,4.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,5.0,6.0,6.0
2015-03-21,5.0,3.0,2.0,5.0,1.0,2.0,4.0,3.0,2.0,2.0,6.0,4.0,3.0,4.0,6.0,3.0,6.0,1.0,4.0,2.0,6.0,2.0,3.0,3.0,4.0,8.0,2.0,3.0,6.0,3.0
2015-03-22,2.0,1.0,4.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,3.0,4.0,5.0,2.0,3.0,5.0,3.0,7.0,4.0,5.0,9.0,9.0
2015-03-23,2.0,4.0,4.0,3.0,1.0,2.0,5.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,6.0,2.0,4.0,4.0,4.0,5.0,5.0,7.0,2.0,6.0,3.0,4.0,7.0,8.0
2015-03-24,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,5.0,6.0,4.0,7.0,3.0,6.0,6.0,7.0,6.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0
2015-03-25,1.0,1.0,5.0,2.0,1.0,2.0,3.0,2.0,6.0,5.0,4.0,7.0,5.0,7.0,10.0,8.0,9.0,4.0,6.0,2.0,9.0,3.0,3.0,4.0,4.0,7.0,3.0,4.0,6.0,6.0
2015-03-26,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,6.0,3.0,10.0,11.0,7.0,7.0,9.0,8.0,5.0,4.0,4.0,4.0,6.0,2.0,7.0,6.0,3.0,6.0,4.0,5.0,9.0,6.0
2015-03-27,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,6.0,6.0,6.0,4.0,6.0,5.0,7.0,4.0,4.0,6.0,6.0,4.0,7.0,8.0,3.0,6.0,4.0,5.0,5.0,7.0
2015-03-28,3.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,3.0,3.0,6.0,6.0,5.0,6.0,7.0,4.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,3.0,6.0,3.0,4.0,5.0,8.0
2015-03-29,6.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,7.0,9.0,7.0,6.0,11.0,8.0,10.0,4.0,6.0,3.0,10.0,3.0,5.0,6.0,3.0,8.0,3.0,4.0,7.0,6.0
2015-03-30,5.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,8.0,7.0,6.0,9.0,6.0,8.0,4.0,6.0,4.0,9.0,3.0,6.0,5.0,4.0,9.0,4.0,5.0,9.0,6.0
2015-03-31,3.0,3.0,6.0,5.0,1.0,2.0,4.0,2.0,2.0,3.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,3.0,6.0,3.0,4.0,3.0,6.0,3.0,4.0,6.0,4.0,5.0,8.0,6.0
2015-04-01,2.0,2.0,7.0,4.0,1.0,2.0,5.0,3.0,6.0,3.0,5.0,7.0,5.0,10.0,10.0,8.0,6.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,6.0,6.0
2015-04-02,2.0,1.0,6.0,2.0,1.0,1.0,5.0,5.0,8.0,4.0,5.0,9.0,6.0,9.0,9.0,7.0,7.0,6.0,6.0,4.0,8.0,3.0,6.0,5.0,5.0,8.0,5.0,5.0,5.0,6.0
2015-04-03,3.0,2.0,5.0,4.0,1.0,1.0,4.0,4.0,8.0,4.0,5.0,9.0,5.0,8.0,9.0,9.0,5.0,7.0,6.0,5.0,6.0,3.0,9.0,5.0,5.0,7.0,5.0,5.0,7.0,6.0
2015-04-04,2.0,2.0,6.0,4.0,1.0,2.0,2.0,2.0,6.0,3.0,8.0,9.0,7.0,5.0,5.0,7.0,6.0,5.0,4.0,5.0,6.0,3.0,8.0,4.0,4.0,5.0,6.0,7.0,7.0,9.0
2015-04-05,2.0,1.0,6.0,1.0,2.0,3.0,5.0,3.0,6.0,3.0,5.0,5.0,4.0,8.0,5.0,6.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,7.0,7.0
2015-04-06,2.0,1.0,6.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,6.0,7.0,5.0,7.0,6.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,6.0,3.0,4.0,4.0,3.0,4.0,5.0
2015-04-07,2.0,2.0,8.0,3.0,1.0,3.0,6.0,4.0,5.0,4.0,6.0,8.0,5.0,7.0,7.0,5.0,6.0,3.0,3.0,3.0,5.0,3.0,5.0,6.0,2.0,4.0,4.0,4.0,4.0,5.0
2015-04-08,1.0,1.0,5.0,1.0,1.0,3.0,6.0,4.0,8.0,6.0,7.0,7.0,6.0,7.0,6.0,5.0,6.0,4.0,4.0,3.0,5.0,3.0,4.0,6.0,2.0,8.0,4.0,5.0,5.0,5.0
2015-04-09,2.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,7.0,5.0,6.0,10.0,6.0,9.0,8.0,9.0,8.0,6.0,7.0,4.0,7.0,4.0,6.0,6.0,2.0,7.0,3.0,4.0,7.0,6.0
